S, 4, 4, 3.00407409668e-05
C, 4, 4, 0.00154399871826
C, 1024, 1024, 559.621944904
S, 1024, 1024, 94.5897159576
S, 16, 16, 0.000527858734131
C, 16, 16, 0.0321140289307
S, 32, 32, 0.00348305702209
C, 32, 32, 0.124810934067
S, 512, 512, 11.6503958702
S, 128, 128, 0.198380947113
C, 128, 128, 2.61338400841
C, 512, 512, 84.9791610241
